order_id,customer_id,order_created_at,delivery_at,product_id,product_category,product_price,discount_pct,order_value,payment_method,device_id,address_id,payment_fingerprint,region,customer_account_age_at_order
O058171,C05036,2025-10-31,2025-11-01,SKU01914,fashion,5216.51,6.85,4859.27,card,D05036,A05036,P05036,W,303
O058172,C05956,2025-10-31,2025-11-05,SKU02222,electronics,4643.72,21.28,3655.4,upi,D05956,A05956,P05956,E,303
O058173,C04602,2025-10-31,2025-11-03,SKU01884,electronics,19881.79,18.37,36258.15,upi,D04602,A04602,P04602,S,303
O058174,C03611,2025-10-31,2025-11-05,SKU00354,fashion,2028.25,5.77,1911.29,cod,D03611,A03611,P03611,S,303
O058175,C00483,2025-10-31,2025-11-02,SKU03222,sports,2474.99,5.72,2333.5,card,D00483,A00483,P00483,E,246
O058176,C03973,2025-10-31,2025-11-02,SKU02643,electronics,6713.78,8.86,6118.75,cod,D03973,A03973,P03973,S,1
O058177,C03045,2025-10-31,2025-11-04,SKU01928,beauty,1256.02,36.23,800.92,card,D03045,A03045,P03045,W,303
O058178,C08473,2025-10-31,2025-11-01,SKU00212,home,2402.44,1.55,2365.26,upi,D08473,A08473,P08473,S,303
O058179,C04839,2025-10-31,2025-11-05,SKU03651,fashion,369.75,3.28,357.62,wallet,D04839,A04839,P04839,N,141
O058180,C08639,2025-10-31,2025-11-04,SKU00408,beauty,1014.16,24.88,761.81,upi,D08639,A08639,P08639,NE,303
O058181,C00148,2025-10-31,2025-11-02,SKU02171,fashion,1858.9,14.72,1585.31,cod,D00148,A00148,P00148,S,303
O058182,C04697,2025-10-31,2025-11-05,SKU01291,electronics,8036.37,22.75,6207.7,cod,D04697,A04697,P04697,W,303
O058183,C02857,2025-10-31,2025-11-01,SKU04499,electronics,6302.16,13.37,5459.66,card,D02857,A02857,P02857,N,303
O058184,C00169,2025-10-31,2025-11-04,SKU00162,home,1627.73,16.88,1353.01,cod,D00169,A00169,P00169,N,303
O058185,C00778,2025-10-31,2025-11-02,SKU04483,fashion,2144.74,16.18,1797.68,cod,D00778,A00778,P00778,W,303
O058186,C01068,2025-10-31,2025-11-01,SKU02886,home,2353.24,4.0,2259.03,upi,D01068,A01068,P01068,S,303
O058187,C03300,2025-10-31,2025-11-03,SKU00964,fashion,1374.98,6.18,1289.99,cod,D03300,A03300,P03300,E,303
O058188,C01323,2025-10-31,2025-11-01,SKU04367,home,3014.47,15.63,2543.39,card,D01323,A01323,P01323,W,303
O058189,C05989,2025-10-31,2025-11-03,SKU00556,sports,2972.61,9.13,2701.29,upi,D05989,A05989,P05989,S,303
O058190,C06579,2025-10-31,2025-11-02,SKU00107,fashion,600.68,8.26,551.07,upi,D06579,A06579,P06579,N,82
O058191,C03882,2025-10-31,2025-11-04,SKU00543,beauty,509.41,13.19,442.2,upi,D03882,A03882,P03882,S,303
O058192,C08815,2025-10-31,2025-11-02,SKU01845,fashion,1928.45,20.94,1524.64,upi,D08815,A08815,P08815,W,109
O058193,C02178,2025-10-31,2025-11-03,SKU00605,home,3036.98,21.1,2396.07,upi,D02178,A02178,P02178,S,303
O058194,C06992,2025-10-31,2025-11-02,SKU01058,sports,1686.95,19.14,1364.12,card,D06992,A06992,P06992,E,303
O058195,C08057,2025-10-31,2025-11-05,SKU01632,fashion,3560.83,18.45,2903.93,card,D08057,A08057,P08057,S,303
O058196,C03633,2025-10-31,2025-11-02,SKU00783,fashion,510.46,9.96,459.64,card,D03633,A03633,P03633,N,303
O058197,C04139,2025-10-31,2025-11-03,SKU04315,home,735.76,22.23,572.18,wallet,D04139,A04139,P04139,W,303
O058198,C02337,2025-10-31,2025-11-04,SKU01361,grocery,863.3,8.91,786.41,upi,D02337,A02337,P02337,S,303
O058199,C03587,2025-10-31,2025-11-03,SKU03287,fashion,2592.23,9.74,2339.83,card,D03587,A03587,P03587,W,303
O058200,C06978,2025-10-31,2025-11-01,SKU01540,sports,2929.13,22.89,2258.78,upi,D06978,A06978,P06978,W,162
O058201,C02955,2025-10-31,2025-11-05,SKU00753,electronics,7415.91,15.25,6285.2,card,D02955,A02955,P02955,S,180
O058202,C06096,2025-10-31,2025-11-05,SKU00853,grocery,509.86,9.39,461.98,wallet,D06096,A06096,P06096,S,303
O058203,C01599,2025-10-31,2025-11-03,SKU01939,grocery,720.44,6.31,674.97,upi,D01599,A01599,P01599,N,303
O058204,C01231,2025-10-31,2025-11-04,SKU01482,fashion,2736.65,9.88,2466.4,wallet,D01231,A01231,P01231,NE,303
O058205,C00384,2025-10-31,2025-11-01,SKU00438,home,4048.32,6.26,3795.02,upi,D00384,A00384,P00384,W,303
O058206,C08976,2025-10-31,2025-11-02,SKU04486,home,4822.45,1.92,4729.73,cod,D08976,A08976,P08976,N,303
O058207,C01886,2025-10-31,2025-11-05,SKU01480,electronics,5859.25,14.73,4996.27,card,D01886,A01886,P01886,NE,303
O058208,C04164,2025-10-31,2025-11-02,SKU02886,fashion,2564.04,2.97,2487.92,cod,D04164,A04164,P04164,N,303
O058209,C01198,2025-10-31,2025-11-02,SKU01247,sports,5919.33,16.28,4955.38,upi,D01198,A01198,P01198,N,303
O058210,C08325,2025-10-31,2025-11-05,SKU03377,beauty,1068.69,7.73,986.1,card,D08325,A08325,P08325,E,62
O058211,C01109,2025-10-31,2025-11-05,SKU04488,beauty,2121.06,23.69,1618.67,upi,D01109,A01109,P01109,S,251
O058212,C07147,2025-10-31,2025-11-02,SKU03401,beauty,1089.65,6.55,1018.24,card,D07147,A07147,P07147,S,303
O058213,C07591,2025-10-31,2025-11-01,SKU00652,electronics,14670.86,4.75,13974.07,card,D07591,A07591,P07591,S,303
O058214,C08399,2025-10-31,2025-11-01,SKU04495,home,4460.5,16.31,3732.99,card,D08399,A08399,P08399,S,235
O058215,C08579,2025-10-31,2025-11-04,SKU01210,fashion,3831.57,17.74,3151.82,upi,D08579,A08579,P08579,S,200
O058216,C08554,2025-10-31,2025-11-02,SKU02022,home,2994.08,17.88,2458.78,cod,D08554,A08554,P08554,W,303
O058217,C03916,2025-10-31,2025-11-05,SKU02378,electronics,18676.65,20.95,14763.03,card,D03916,A03916,P03916,N,303
O058218,C08079,2025-10-31,2025-11-01,SKU00612,electronics,9368.23,3.43,9046.85,cod,D08079,A08079,P08079,NE,303
O058219,C07139,2025-10-31,2025-11-03,SKU00163,beauty,1667.11,8.41,1526.94,cod,D07139,A07139,P07139,N,269
O058220,C05859,2025-10-31,2025-11-05,SKU02375,electronics,34607.86,13.12,30068.29,upi,D05859,A05859,P05859,NE,303
O058221,C06373,2025-10-31,2025-11-04,SKU04120,fashion,2390.71,1.44,2356.23,upi,D06373,A06373,P06373,E,189
O058222,C04619,2025-10-31,2025-11-01,SKU00392,beauty,842.81,3.62,812.32,upi,D04619,A04619,P04619,N,303
O058223,C00763,2025-10-31,2025-11-05,SKU03698,sports,2126.34,13.47,1839.9,upi,D00763,A00763,P00763,W,303
O058224,C08623,2025-10-31,2025-11-01,SKU02580,fashion,1239.74,2.15,1213.1,upi,D08623,A08623,P08623,E,303
O058225,C07093,2025-10-31,2025-11-01,SKU00439,home,2875.64,1.98,2818.82,cod,D07093,A07093,P07093,N,199
O058226,C02169,2025-10-31,2025-11-02,SKU02375,beauty,505.44,3.91,485.7,upi,D02169,A02169,P02169,E,303
O058227,C04938,2025-10-31,2025-11-01,SKU00847,electronics,37952.9,4.61,36204.81,upi,D04938,A04938,P04938,W,303
O058228,C03469,2025-10-31,2025-11-02,SKU03419,beauty,584.61,22.02,455.9,card,D03469,A03469,P03469,N,303
O058229,C01872,2025-10-31,2025-11-02,SKU02909,home,5573.17,12.02,4903.08,upi,D01872,A01872,P01872,E,303
O058230,C08348,2025-10-31,2025-11-01,SKU02618,beauty,1234.41,32.17,837.35,upi,D08348,A08348,P08348,N,303
O058231,C03877,2025-10-31,2025-11-05,SKU01449,grocery,499.36,9.48,452.0,cod,D03877,A03877,P03877,N,1
O058232,C07768,2025-10-31,2025-11-04,SKU02978,electronics,13763.25,5.38,13022.71,card,D07768,A07768,P07768,N,303
O058233,C01586,2025-10-31,2025-11-01,SKU01104,home,4914.41,27.17,3579.28,upi,D01586,A01586,P01586,W,303
O058234,C08088,2025-10-31,2025-11-04,SKU00721,home,5021.54,7.31,4654.43,upi,D08088,A08088,P08088,S,303
O058235,C07244,2025-10-31,2025-11-03,SKU02705,home,3359.41,17.71,2764.47,upi,D07244,A07244,P07244,W,303
O058236,C06057,2025-10-31,2025-11-01,SKU03025,home,2858.43,14.53,2443.24,card,D06057,A06057,P06057,W,303
O058237,C07497,2025-10-31,2025-11-03,SKU01363,home,2995.36,21.75,2343.94,cod,D07497,A07497,P07497,W,303
O058238,C02224,2025-10-31,2025-11-05,SKU02387,fashion,1574.94,37.06,991.28,upi,D02224,A02224,P02224,N,303
O058239,C09473,2025-10-31,2025-11-03,SKU02983,home,5285.4,21.46,4151.07,card,D09473,A09473,P09473,N,303
O058240,C09988,2025-10-31,2025-11-05,SKU01427,fashion,2442.39,6.15,2292.13,upi,D09988,A09988,P09988,E,303
O058241,C04091,2025-10-31,2025-11-03,SKU02108,electronics,5315.55,13.74,4585.03,card,D04091,A04091,P04091,E,94
O058242,C04500,2025-10-31,2025-11-04,SKU02257,sports,2280.3,9.31,2067.91,cod,D04500,A04500,P04500,N,303
O058243,C04494,2025-10-31,2025-11-04,SKU03602,beauty,517.6,16.45,432.46,upi,D04494,A04494,P04494,N,303
O058244,C01049,2025-10-31,2025-11-02,SKU03420,fashion,2896.62,19.64,2327.74,wallet,D01049,A01049,P01049,N,303
O058245,C09915,2025-10-31,2025-11-01,SKU01184,home,2672.73,34.85,1741.24,cod,D09915,A09915,P09915,W,303
O058246,C01149,2025-10-31,2025-11-04,SKU03922,electronics,15692.84,22.28,12197.25,upi,D01149,A01149,P01149,E,303
O058247,C07516,2025-10-31,2025-11-02,SKU03084,beauty,2108.65,4.93,2004.74,wallet,D07516,A07516,P07516,E,303
O058248,C06848,2025-10-31,2025-11-04,SKU01014,sports,596.04,9.71,538.15,upi,D06848,A06848,P06848,N,303
O058249,C00892,2025-10-31,2025-11-04,SKU03079,sports,6783.02,25.6,5046.62,upi,D00892,A00892,P00892,W,303
O058250,C08580,2025-10-31,2025-11-03,SKU03719,electronics,5913.53,6.63,5521.29,card,D08580,A08580,P08580,N,264
O058251,C01287,2025-10-31,2025-11-03,SKU03599,home,4896.46,12.2,4299.18,upi,D01287,A01287,P01287,W,303
O058252,C08090,2025-10-31,2025-11-02,SKU00580,electronics,3151.62,5.26,2985.99,upi,D08090,A08090,P08090,W,303
O058253,C09276,2025-10-31,2025-11-05,SKU01186,fashion,1382.25,2.4,1349.09,upi,D09276,A09276,P09276,N,303
O058254,C05922,2025-10-31,2025-11-03,SKU03973,beauty,611.31,20.92,483.39,card,D05922,A05922,P05922,N,303
O058255,C03688,2025-10-31,2025-11-05,SKU03457,electronics,13998.26,19.66,11246.32,wallet,D03688,A03688,P03688,S,303
O058256,C03183,2025-10-31,2025-11-03,SKU01409,fashion,560.79,17.46,462.85,card,D03183,A03183,P03183,N,303
O058257,C08960,2025-10-31,2025-11-04,SKU02724,sports,3406.38,19.49,2742.56,card,D08960,A08960,P08960,N,303
O058258,C09722,2025-10-31,2025-11-02,SKU02383,electronics,17446.84,15.08,14816.3,cod,D09722,A09722,P09722,S,303
O058259,C09955,2025-10-31,2025-11-01,SKU03990,home,6744.69,8.9,6144.36,wallet,D09955,A09955,P09955,NE,199
O058260,C05154,2025-10-31,2025-11-01,SKU02930,beauty,2177.67,8.21,1998.81,cod,D05154,A05154,P05154,E,303
O058261,C05630,2025-10-31,2025-11-04,SKU00378,beauty,580.03,6.17,544.21,card,D05630,A05630,P05630,E,303
O058262,C06313,2025-10-31,2025-11-02,SKU03645,fashion,476.15,16.45,397.84,card,D06313,A06313,P06313,NE,1
O058263,C04173,2025-10-31,2025-11-05,SKU00414,grocery,450.87,8.25,413.65,upi,D04173,A04173,P04173,S,303
O058264,C05397,2025-10-31,2025-11-02,SKU01265,beauty,882.73,21.33,694.45,card,D05397,A05397,P05397,N,289
O058265,C01795,2025-10-31,2025-11-04,SKU03465,electronics,3454.71,1.46,3404.42,upi,D01795,A01795,P01795,W,303
O058266,C05098,2025-10-31,2025-11-04,SKU03115,home,3664.51,25.04,2746.76,card,D05098,A05098,P05098,W,303
O058267,C06610,2025-10-31,2025-11-03,SKU00393,electronics,1852.99,18.48,1510.62,cod,D06610,A06610,P06610,S,303
O058268,C04024,2025-10-31,2025-11-02,SKU03973,grocery,1321.15,12.29,1158.8,cod,D04024,A04024,P04024,S,303
O058269,C09362,2025-10-31,2025-11-05,SKU02698,sports,1790.23,6.55,1672.91,card,D09362,A09362,P09362,E,303
O058270,C01050,2025-10-31,2025-11-01,SKU00120,fashion,1879.61,19.64,1510.45,upi,D01050,A01050,P01050,N,303
O058271,C00049,2025-10-31,2025-11-04,SKU02860,grocery,1749.18,18.61,1423.63,cod,D00049,A00049,P00049,E,303
O058272,C04628,2025-10-31,2025-11-02,SKU03299,fashion,1640.58,9.99,1476.61,card,D04628,A04628,P04628,E,45
O058273,C02227,2025-10-31,2025-11-03,SKU01659,fashion,2757.17,4.82,2624.38,card,D02227,A02227,P02227,S,303
O058274,C03771,2025-10-31,2025-11-04,SKU04121,grocery,500.39,8.01,460.29,upi,D03771,A03771,P03771,S,303
O058275,C05991,2025-10-31,2025-11-03,SKU02464,fashion,2274.77,6.21,2133.41,card,D05991,A05991,P05991,NE,303
O058276,C06936,2025-10-31,2025-11-05,SKU03113,electronics,7472.83,3.78,7190.53,upi,D06936,A06936,P06936,W,303
O058277,C08432,2025-10-31,2025-11-05,SKU01020,home,3150.05,7.35,2918.49,card,D08432,A08432,P08432,S,303
O058278,C00886,2025-10-31,2025-11-04,SKU03163,beauty,662.81,11.31,587.83,upi,D00886,A00886,P00886,S,1
O058279,C01012,2025-10-31,2025-11-03,SKU03749,fashion,1993.6,0.68,1979.96,cod,D01012,A01012,P01012,E,303
O058280,C05828,2025-10-31,2025-11-02,SKU02702,grocery,1377.78,15.13,1169.25,upi,D05828,A05828,P05828,E,303
O058281,C08390,2025-10-31,2025-11-05,SKU00963,fashion,914.46,27.9,659.3,card,D08390,A08390,P08390,N,303
O058282,C06361,2025-10-31,2025-11-03,SKU00906,grocery,242.66,3.0,235.39,upi,D06361,A06361,P06361,S,303
O058283,C01559,2025-10-31,2025-11-05,SKU00549,grocery,1399.09,3.41,1351.44,upi,D01559,A01559,P01559,E,303
O058284,C06674,2025-10-31,2025-11-04,SKU00412,electronics,2842.23,5.26,2692.76,cod,D06674,A06674,P06674,S,155
O058285,C06549,2025-10-31,2025-11-05,SKU00011,sports,2650.71,17.6,2184.08,wallet,D06549,A06549,P06549,S,303
O058286,C08750,2025-10-31,2025-11-05,SKU00782,fashion,4599.42,24.1,3491.09,card,D08750,A08750,P08750,S,303
O058287,C09003,2025-10-31,2025-11-01,SKU03356,electronics,7332.78,26.71,5374.35,cod,D09003,A09003,P09003,S,303
O058288,C08036,2025-10-31,2025-11-05,SKU04014,electronics,2826.24,13.63,2441.02,cod,D08036,A08036,P08036,S,303
O058289,C03949,2025-10-31,2025-11-04,SKU01239,grocery,1164.51,19.16,941.42,upi,D03949,A03949,P03949,S,303
O058290,C07638,2025-10-31,2025-11-04,SKU03093,grocery,1296.25,6.32,1214.39,card,D07638,A07638,P07638,NE,303
O058291,C07561,2025-10-31,2025-11-01,SKU03868,electronics,10013.99,16.79,8332.21,upi,D07561,A07561,P07561,W,303
O058292,C01259,2025-10-31,2025-11-01,SKU03398,home,7003.08,3.09,6786.8,card,DCO0002,ACO0002,PCO0002,N,303
O058293,C02253,2025-10-31,2025-11-03,SKU02196,sports,3463.48,20.35,2758.63,cod,D02253,A02253,P02253,N,303
O058294,C03984,2025-10-31,2025-11-01,SKU00015,grocery,1016.21,16.41,849.44,upi,D03984,A03984,P03984,NE,105
O058295,C00124,2025-10-31,2025-11-05,SKU01715,home,2966.99,33.63,1969.14,upi,D00124,A00124,P00124,N,303
O058296,C03733,2025-10-31,2025-11-03,SKU03967,electronics,2869.15,23.24,2202.31,wallet,D03733,A03733,P03733,W,303
O058297,C08252,2025-10-31,2025-11-03,SKU01904,grocery,2720.4,5.85,2561.22,upi,D08252,A08252,P08252,S,303
O058298,C00867,2025-10-31,2025-11-04,SKU00353,sports,2413.49,5.14,2289.32,card,D00867,A00867,P00867,N,303
O058299,C03574,2025-10-31,2025-11-01,SKU01085,grocery,2967.76,15.05,2521.19,upi,D03574,A03574,P03574,S,303
O058300,C08029,2025-10-31,2025-11-03,SKU00042,beauty,1421.59,11.63,1256.28,card,D08029,A08029,P08029,E,303
O058301,C00631,2025-10-31,2025-11-05,SKU02839,grocery,3036.55,7.63,2804.81,upi,D00631,A00631,P00631,S,303
O058302,C07195,2025-10-31,2025-11-01,SKU00799,home,1980.4,22.34,1537.92,wallet,D07195,A07195,P07195,W,303
O058303,C09874,2025-10-31,2025-11-05,SKU03937,sports,3942.62,3.5,3804.61,card,D09874,A09874,P09874,N,303
O058304,C00451,2025-10-31,2025-11-03,SKU00942,home,440.66,15.39,372.85,cod,D00451,A00451,P00451,W,303
O058305,C02851,2025-10-31,2025-11-01,SKU04157,fashion,711.06,14.6,607.25,card,D02851,A02851,P02851,NE,303
O058306,C07495,2025-10-31,2025-11-02,SKU01997,electronics,17693.43,2.57,17239.09,cod,D07495,A07495,P07495,N,100
O058307,C07767,2025-10-31,2025-11-02,SKU02860,home,4099.98,16.8,3411.02,upi,D07767,A07767,P07767,E,303
O058308,C03758,2025-10-31,2025-11-05,SKU02918,beauty,431.06,14.97,366.55,upi,D03758,A03758,P03758,N,303
O058309,C08365,2025-10-31,2025-11-02,SKU01670,fashion,1004.25,24.32,759.98,wallet,D08365,A08365,P08365,S,303
O058310,C09991,2025-11-01,2025-11-05,SKU01752,beauty,1830.94,2.38,1787.31,card,D09991,A09991,P09991,N,1
O058311,C09165,2025-11-01,2025-11-06,SKU00076,fashion,1518.89,15.51,1283.31,cod,D09165,A09165,P09165,S,304
O058312,C09743,2025-11-01,2025-11-05,SKU00808,fashion,1871.43,22.13,1457.27,card,D09743,A09743,P09743,N,304
O058313,C09338,2025-11-01,2025-11-06,SKU04254,electronics,14496.59,35.95,9285.3,upi,D09338,A09338,P09338,W,247
O058314,C02042,2025-11-01,2025-11-05,SKU00617,grocery,310.98,16.27,260.37,upi,D02042,A02042,P02042,W,225
O058315,C03960,2025-11-01,2025-11-04,SKU03376,electronics,12097.91,2.99,11735.95,card,D03960,A03960,P03960,W,304
O058316,C09216,2025-11-01,2025-11-02,SKU02651,beauty,377.58,23.95,287.14,card,D09216,A09216,P09216,W,304
O058317,C00565,2025-11-01,2025-11-02,SKU04231,electronics,7069.14,8.65,6457.45,card,D00565,A00565,P00565,S,304
O058318,C02795,2025-11-01,2025-11-05,SKU01591,fashion,1259.8,12.11,1107.22,cod,D02795,A02795,P02795,E,304
O058319,C01978,2025-11-01,2025-11-03,SKU01826,electronics,38321.57,15.99,32194.62,cod,D01978,A01978,P01978,N,304
O058320,C06549,2025-11-01,2025-11-05,SKU03540,electronics,17907.21,11.02,15933.46,card,D06549,A06549,P06549,S,304
O058321,C09200,2025-11-01,2025-11-02,SKU00314,grocery,1787.34,32.42,1207.84,cod,D09200,A09200,P09200,W,1
O058322,C02774,2025-11-01,2025-11-03,SKU03206,home,3238.97,7.76,2987.58,card,D02774,A02774,P02774,S,304
O058323,C06465,2025-11-01,2025-11-03,SKU03180,electronics,21353.19,13.44,18483.31,upi,D06465,A06465,P06465,W,304
O058324,C01415,2025-11-01,2025-11-03,SKU00228,beauty,817.7,9.3,741.61,upi,D01415,A01415,P01415,W,158
O058325,C06669,2025-11-01,2025-11-03,SKU02195,fashion,1291.44,15.6,1090.0,card,D06669,A06669,P06669,S,304
O058326,C03706,2025-11-01,2025-11-02,SKU02988,electronics,1963.29,4.23,1880.15,upi,D03706,A03706,P03706,N,304
O058327,C00220,2025-11-01,2025-11-03,SKU00706,fashion,4337.93,13.63,3746.63,upi,D00220,A00220,P00220,W,304
O058328,C08516,2025-11-01,2025-11-04,SKU02895,grocery,1477.2,10.96,1315.32,wallet,D08516,A08516,P08516,E,304
O058329,C06578,2025-11-01,2025-11-06,SKU00710,fashion,1224.06,13.07,1064.04,upi,D06578,A06578,P06578,S,304
O058330,C02667,2025-11-01,2025-11-06,SKU00848,fashion,2689.68,26.34,1981.24,cod,D02667,A02667,P02667,E,304
O058331,C08926,2025-11-01,2025-11-05,SKU02126,fashion,1647.71,13.09,1432.07,upi,D08926,A08926,P08926,W,304
O058332,C00039,2025-11-01,2025-11-03,SKU00969,grocery,999.78,2.93,970.49,cod,D00039,A00039,P00039,S,304
O058333,C07180,2025-11-01,2025-11-04,SKU03862,sports,966.74,15.75,814.43,card,D07180,A07180,P07180,W,304
O058334,C00065,2025-11-01,2025-11-03,SKU01934,beauty,749.45,4.03,719.24,wallet,D00065,A00065,P00065,W,304
O058335,C07382,2025-11-01,2025-11-06,SKU01330,grocery,305.34,1.28,301.44,wallet,D07382,A07382,P07382,W,304
O058336,C08854,2025-11-01,2025-11-03,SKU02446,home,1647.06,19.6,1324.16,card,D08854,A08854,P08854,W,304
O058337,C06677,2025-11-01,2025-11-06,SKU02927,grocery,2403.94,18.19,1966.69,card,D06677,A06677,P06677,S,304
O058338,C01461,2025-11-01,2025-11-02,SKU01186,sports,2721.03,15.88,2288.91,cod,D01461,A01461,P01461,S,304
O058339,C00670,2025-11-01,2025-11-03,SKU04116,beauty,1588.41,3.73,1529.23,upi,D00670,A00670,P00670,N,140
O058340,C04174,2025-11-01,2025-11-05,SKU01845,electronics,6207.93,1.64,6106.31,wallet,D04174,A04174,P04174,N,263
O058341,C04292,2025-11-01,2025-11-03,SKU02647,electronics,32738.32,8.13,30075.67,wallet,D04292,A04292,P04292,E,304
O058342,C06986,2025-11-01,2025-11-06,SKU02157,fashion,765.25,2.44,746.55,cod,D06986,A06986,P06986,N,304
O058343,C03767,2025-11-01,2025-11-06,SKU00735,fashion,2757.56,26.55,2025.41,card,D03767,A03767,P03767,S,304
O058344,C01667,2025-11-01,2025-11-05,SKU03676,beauty,962.81,18.54,784.26,upi,D01667,A01667,P01667,W,304
O058345,C07091,2025-11-01,2025-11-06,SKU00910,sports,1613.73,8.62,1474.68,card,D07091,A07091,P07091,W,304
O058346,C03398,2025-11-01,2025-11-03,SKU01461,fashion,3082.75,4.51,2943.82,card,D03398,A03398,P03398,E,304
O058347,C01870,2025-11-01,2025-11-05,SKU01083,beauty,3063.94,13.43,2652.36,upi,D01870,A01870,P01870,N,304
O058348,C09771,2025-11-01,2025-11-05,SKU04305,home,1806.33,8.2,1658.18,card,D09771,A09771,P09771,N,259
O058349,C05216,2025-11-01,2025-11-05,SKU01196,beauty,534.31,13.06,464.5,upi,D05216,A05216,P05216,S,304
O058350,C08004,2025-11-01,2025-11-02,SKU04464,sports,2604.14,27.62,1884.94,card,D08004,A08004,P08004,W,304
O058351,C07056,2025-11-01,2025-11-02,SKU02179,sports,13130.55,11.84,11576.26,upi,D07056,A07056,P07056,W,304
O058352,C04106,2025-11-01,2025-11-03,SKU01457,grocery,1924.04,14.61,1642.88,card,D04106,A04106,P04106,W,118
O058353,C05586,2025-11-01,2025-11-06,SKU03504,grocery,2683.29,8.41,2457.72,upi,D05586,A05586,P05586,N,136
O058354,C07016,2025-11-01,2025-11-03,SKU04120,sports,2844.39,15.95,2390.73,card,D07016,A07016,P07016,W,304
O058355,C07644,2025-11-01,2025-11-05,SKU00927,electronics,11255.55,11.85,9922.25,wallet,D07644,A07644,P07644,N,304
O058356,C04888,2025-11-01,2025-11-04,SKU03423,home,2087.15,14.21,1790.52,upi,D04888,A04888,P04888,W,304
O058357,C00749,2025-11-01,2025-11-02,SKU03677,fashion,1254.83,5.81,1181.9,wallet,D00749,A00749,P00749,N,304
O058358,C00019,2025-11-01,2025-11-03,SKU02962,fashion,4155.02,15.75,3500.44,upi,D00019,A00019,P00019,W,80
O058359,C06743,2025-11-01,2025-11-04,SKU02174,grocery,416.48,11.87,367.02,cod,D06743,A06743,P06743,E,304
O058360,C08907,2025-11-01,2025-11-05,SKU02259,grocery,414.77,18.88,336.47,cod,D08907,A08907,P08907,N,265
O058361,C08245,2025-11-01,2025-11-04,SKU00485,electronics,7586.14,24.22,5748.46,upi,D08245,A08245,P08245,W,304
O058362,C02595,2025-11-01,2025-11-02,SKU00336,fashion,2036.13,3.38,1967.22,card,D02595,A02595,P02595,W,304
O058363,C06945,2025-11-01,2025-11-02,SKU04488,electronics,7580.56,15.13,6433.56,card,D06945,A06945,P06945,W,304
O058364,C03415,2025-11-01,2025-11-02,SKU02762,home,1001.86,11.87,882.91,upi,D03415,A03415,P03415,S,304
O058365,C04219,2025-11-01,2025-11-06,SKU03573,home,1229.29,11.52,1087.7,upi,D04219,A04219,P04219,N,304
O058366,C02873,2025-11-01,2025-11-06,SKU01194,electronics,10033.01,18.47,8179.44,card,D02873,A02873,P02873,W,304
O058367,C07100,2025-11-01,2025-11-06,SKU03808,fashion,964.95,17.85,792.73,upi,D07100,A07100,P07100,S,304
O058368,C03424,2025-11-01,2025-11-05,SKU02018,home,2499.96,18.24,2043.98,card,D03424,A03424,P03424,S,304
O058369,C05492,2025-11-01,2025-11-06,SKU02343,fashion,1119.28,8.29,1026.53,upi,D05492,A05492,P05492,W,304
O058370,C05467,2025-11-01,2025-11-05,SKU02405,home,4215.3,20.67,3343.99,cod,D05467,A05467,P05467,N,304
O058371,C06318,2025-11-01,2025-11-02,SKU01983,fashion,1230.98,13.56,1064.1,cod,D06318,A06318,P06318,S,128
O058372,C03249,2025-11-01,2025-11-02,SKU02143,home,2773.99,16.46,2317.27,upi,D03249,A03249,P03249,N,304
O058373,C09308,2025-11-01,2025-11-06,SKU03014,beauty,349.49,37.68,217.82,card,D09308,A09308,P09308,E,304
O058374,C00111,2025-11-01,2025-11-03,SKU02390,beauty,850.89,3.29,822.93,card,D00111,A00111,P00111,S,21
O058375,C00336,2025-11-01,2025-11-03,SKU02748,electronics,5901.19,12.67,5153.78,card,D00336,A00336,P00336,E,304
O058376,C01627,2025-11-01,2025-11-03,SKU03549,electronics,19295.2,9.32,17496.48,card,D01627,A01627,P01627,NE,304
O058377,C00868,2025-11-01,2025-11-02,SKU02979,sports,1743.53,21.78,1363.7,cod,D00868,A00868,P00868,E,304
O058378,C03261,2025-11-01,2025-11-02,SKU03562,sports,633.79,16.72,527.85,upi,D03261,A03261,P03261,N,159
O058379,C03706,2025-11-01,2025-11-03,SKU01916,home,1948.6,26.27,1436.8,card,D03706,A03706,P03706,N,304
O058380,C03601,2025-11-01,2025-11-06,SKU02197,home,3480.58,22.17,2709.01,upi,D03601,A03601,P03601,N,304
O058381,C01513,2025-11-01,2025-11-06,SKU03860,electronics,3041.88,15.8,2561.3,wallet,D01513,A01513,P01513,N,304
O058382,C07242,2025-11-01,2025-11-05,SKU01795,grocery,1176.6,15.88,989.81,card,D07242,A07242,P07242,N,94
O058383,C00460,2025-11-01,2025-11-05,SKU02820,grocery,1085.26,6.61,1013.49,cod,D00460,A00460,P00460,NE,304
O058384,C02239,2025-11-01,2025-11-03,SKU01787,electronics,9502.24,13.0,8266.88,card,D02239,A02239,P02239,W,304
O058385,C09223,2025-11-01,2025-11-03,SKU01137,fashion,4151.08,14.23,3560.36,card,D09223,A09223,P09223,E,304
O058386,C02842,2025-11-01,2025-11-02,SKU04375,electronics,13033.98,9.11,11846.97,cod,D02842,A02842,P02842,W,304
O058387,C07494,2025-11-01,2025-11-02,SKU01538,home,3090.13,15.93,2597.73,upi,D07494,A07494,P07494,S,160
